date,BALKRISIND.NS,BZ=F,CL=F,COROMANDEL.NS,EURUSD=X,FCL.NS,GBPUSD=X,GC=F,HDFCBANK.NS,HG=F,INFY.NS,LT.NS,LTTS.NS,NATCOPHARM.NS,NG=F,NIFTYBEES.NS,RELIANCE.NS,SI=F,TCS.NS,USDINR=X,USDJPY=X
2018-10-19,,74.09129100991537,164.07333774777825,,,,,19.904630104861315,,89.88571111714327,,,,,165.26913927885607,,,294.04278602278754,,,
2018-10-22,,73.58682352799784,162.97283099276956,,,,,19.45343321191085,,90.02772970626772,,,,,166.02637829977624,,,293.7526620737636,,,
2018-10-23,,74.50134615602761,165.0472674027893,,,,,19.450678528363905,,90.13558673226474,,,,,165.6987538443861,,,295.8437171047964,,,
2018-10-24,,75.58737418407449,165.47269606024034,,,,,19.465414369320136,,90.57479328361568,,,,,163.8263696173621,,,297.1180174020712,,,
2018-10-25,,74.95699905774435,165.90550019449395,,,,,19.718523474552804,,92.3598094861194,,,,,163.31922584001177,,,294.0543966918402,,,
2018-10-26,,75.31713853638388,163.13032706480536,,,,,19.84935182519645,,92.86946936609992,,,,,162.69989072118818,,,294.3509514450867,,,
2018-10-29,,75.31213510028866,163.22983152556776,,,,,20.11940246675436,,92.52349216884214,,,,,164.78379199556835,,,293.51301958766953,,,
2018-10-30,,75.47076026409984,161.35186335791423,,,,,20.35358027685302,,94.04251277607176,,,,,162.5133839742066,,,294.6299433113555,,,
2018-10-31,,73.89868492673389,163.13177308099685,,,,,20.58455324186953,,93.45324064741206,,,,,162.66148920157016,,,290.23139732355264,,,
2018-11-01,,73.27445013638646,164.53208780104993,,,,,20.39647448216977,,94.2104659157438,,,,,161.56709315013268,,,283.6794451084048,,,
2018-11-02,,71.41351118855978,162.46911159586034,,,,,20.31746507474239,,92.5327943069503,,,,,162.87753831215147,,,290.1023904713004,,,
2018-11-05,,69.67731819560998,163.49428732248984,,,,,20.25164623630016,,93.2713605136002,,,,,162.9332285329612,,,293.33987531207225,,,
2018-11-06,,67.56896021236766,161.7083091429402,,,,,20.473821840813866,,92.27507231284709,,,,,161.9862244906253,,,293.0132493641366,,,
2018-11-07,,67.63832102088205,164.62227705054764,,,,,20.57899361072588,,93.46884177166052,,,,,158.69133731630927,,,293.4969169869754,,,
2018-11-08,,68.41290215956961,163.21651296164345,,,,,20.50049424963635,,93.86858783609227,,,,,158.2520421991649,,,288.6799168712949,,,
2018-11-09,,69.49023268992087,161.60263826514262,,,,,20.426924136985637,,95.65160219489698,,,,,157.4293298435082,,,287.6291128482428,,,
2018-11-12,,70.65857082964885,161.69429130928123,,,,,20.51380791001229,,95.139830230826,,,,,155.90124650951333,,,285.1817919227378,,,
2018-11-13,,71.87399821712668,160.65081097891652,,,,,20.472511869645786,,94.24084885184136,,,,,156.41655862030393,,,284.3354339409552,,,
2018-11-14,,72.17083613885498,161.67775779350504,,,,,20.41609420480331,,93.95853319215716,,,,,153.81141452936504,,,289.3560164748536,,,
2018-11-15,,71.47369497271194,161.5418251969615,,,,,20.5461586286167,,93.13209226605234,,,,,153.7829364879593,,,290.2700673248109,,,
2018-11-16,,72.04018318213897,161.0400835308762,,,,,20.693248399458355,,92.90296749956634,,,,,153.11340669092587,,,293.1534938934839,,,
2018-11-19,,72.4633270050967,161.47894470475225,,,,,20.48819118133961,,92.60714367368766,,,,,150.5294512687705,,,297.4761145528483,,,
2018-11-20,,72.66292693656199,162.442603610111,,,,,20.71644333887294,,92.91189556008572,,,,,149.26809194109646,,,293.2466074647095,,,
2018-11-21,,72.37561648636147,161.67458996281246,,,,,20.753486561927783,,93.77752665514332,,,,,151.27977610910702,,,296.29073055012344,,,
2018-11-22,,72.14327337969428,163.6425280052064,,,,,20.64394291329251,,92.22883340277522,,,,,153.0989548994379,,,294.9286767832729,,,
2018-11-23,,72.22293520659294,164.24641935935884,,,,,20.55652908035772,,94.2706597573742,,,,,151.11951310572388,,,295.55306837729654,,,
2018-11-26,,73.08158505760541,162.90708929646362,,,,,20.280625255301334,,93.8766113323046,,,,,151.5156361089305,,,297.66047512398444,,,
2018-11-27,,73.93929938728182,164.482277166347,,,,,20.0908545188324,,94.68953376927573,,,,,155.856950746678,,,296.77423329630045,,,
2018-11-28,,72.6044620830905,163.57845954182966,,,,,20.1181505792415,,95.35382894897823,,,,,154.85138237961505,,,294.1716950066315,,,
2018-11-29,,73.47765651345665,162.08505005784622,,,,,19.903591762835944,,95.61192026405332,,,,,155.84599766590824,,,292.94529032059137,,,
2018-11-30,,73.42769093733631,161.67372583497618,,,,,19.79109204192036,,95.60286591713036,,,,,156.04743449701994,,,292.7085007774833,,,
2018-12-03,,73.7791015143451,162.7994358906684,,,,,19.80274885008349,,96.47498644679705,,,,,155.67973387077035,,,293.93355507303085,,,
2018-12-04,,73.18072896305644,164.33949623013103,,,,,19.801042392823213,,96.8448288786163,,,,,153.34182134733658,,,292.7913864623912,,,
2018-12-05,,73.21661367350335,166.893787062666,,,,,19.895139126620546,,96.59496666539113,,,,,151.2218268556585,,,290.5096615707379,,,
2018-12-06,,73.5665065141978,168.84623164097965,,,,,20.077131624127027,,95.24400122904092,,,,,150.4181611106416,,,292.1733959697333,,,
2018-12-07,,73.07245498240653,171.24566007444943,,,,,20.00135730594423,,96.3883352468886,,,,,154.2662006910835,,,296.0136294695512,,,
2018-12-10,,72.30371338778451,171.77456649779631,,,,,19.772412178808715,,96.24691126380918,,,,,155.3104966680395,,,293.75884191948546,,,
2018-12-11,,72.50639503283772,173.34185056625333,,,,,19.74167008512158,,96.6093823057602,,,,,157.01425807961317,,,290.69679372595573,,,
2018-12-12,,73.27400801368843,172.91483179035347,,,,,19.711819109644185,,97.2534430739546,,,,,158.03022778617247,,,288.52484990274456,,,
2018-12-13,,72.96090609952756,175.60493491117484,,,,,19.83986488036993,,97.72399456315662,,,,,160.24502662200752,,,288.5042183660968,,,
2018-12-14,,72.54959885991029,177.9513467729288,,,,,19.87785255778989,,98.23774893450626,,,,,161.43940971402233,,,290.3434028345247,,,
2018-12-17,,71.10330020315182,179.20928064816974,,,,,19.451064046961527,,98.3893797480435,,,,,161.87469581101925,,,291.4485144349257,,,
2018-12-18,,71.54958751128478,182.7649313754952,,,,,19.190653116783157,,97.75777541843878,,,,,163.13004876425512,,,288.1304042626396,,,
2018-12-19,,71.56833093054757,185.9161014455801,,,,,19.09854570795596,,97.63483130097052,,,,,164.42666616927175,,,287.5319083020275,,,
2018-12-20,,72.00733258964871,185.30555074695167,,,,,19.294286234259463,,97.45524991814004,,,,,164.65393708594786,,,284.61994743818366,,,
2018-12-21,,71.92588450575647,185.54269309529943,,,,,19.45059446198868,,97.65328415569468,,,,,167.02616961730843,,,285.0804218772492,,,
2018-12-24,,72.30505396080974,185.9995140865492,,,,,19.36701289167142,,97.22290039789462,,,,,168.94637757134822,,,289.9618275749657,,,
2018-12-25,,72.67676479994448,185.8460197286404,,,,,19.32493731806693,,96.17292374917042,,,,,168.34785033756177,,,293.12924455609425,,,
2018-12-26,,72.1536743275221,186.92478948144648,,,,,19.4403933011928,,96.52047860196768,,,,,170.13696925746754,,,293.5560949625041,,,
2018-12-27,,72.71015835030275,187.84383682159876,,,,,19.338393510559587,,97.684894072614,,,,,170.12893828918547,,,298.7562316638927,,,
2018-12-28,,72.17454884079753,183.41755716682067,,,,,19.506902038841385,,98.33165407234962,,,,,171.22663722155588,,,297.7827972444441,,,
2018-12-31,,72.26192344281066,183.2770897972283,,,,,19.45493304036266,,97.85651933354106,,,,,172.85770598498303,,,298.7056698608287,,,
