date,open,high,low,close,volume
2018-10-19,164.07333774777825,166.54066841465226,161.60600708090425,164.07333774777825,28317
2018-10-22,164.07333774777825,165.40553656310632,161.6406321774415,162.97283099276956,35856
2018-10-23,162.97283099276956,166.76781899180713,161.25227940375171,165.0472674027893,10178
2018-10-24,165.0472674027893,165.54022508319616,164.97973837983346,165.47269606024034,37351
2018-10-25,165.47269606024034,166.00111419254264,165.37708206219165,165.90550019449395,6574
2018-10-26,165.90550019449395,166.4506095127636,162.5852177465357,163.13032706480536,49121
2018-10-29,163.13032706480536,163.86340497693675,162.49675361343637,163.22983152556776,43042
2018-10-30,163.22983152556776,165.80367035040527,158.77802453307672,161.35186335791423,17967
2018-10-31,161.35186335791423,165.6272453438986,158.85639109501247,163.13177308099685,18339
2018-11-01,163.13177308099685,168.02195334096874,159.64190754107804,164.53208780104993,46009
2018-11-02,164.53208780104993,165.66208137273463,161.33911802417563,162.46911159586034,36238
2018-11-05,162.46911159586034,164.58364520260596,161.37975371574422,163.49428732248984,33379
2018-11-06,163.49428732248984,165.41431187698282,159.78828458844723,161.7083091429402,9357
2018-11-07,161.7083091429402,165.2137591482946,161.11682704519325,164.62227705054764,26463
2018-11-08,164.62227705054764,168.8916151074019,158.94717490478916,163.21651296164345,30784
2018-11-09,163.21651296164345,164.15050081370202,160.66865041308404,161.60263826514262,38813
2018-11-12,161.60263826514262,164.35040996612992,158.94651960829393,161.69429130928123,16293
2018-11-13,161.69429130928123,161.97869916198675,160.366403126211,160.65081097891652,7812
2018-11-14,160.65081097891652,163.89303398696796,158.4355347854536,161.67775779350504,36970
2018-11-15,161.67775779350504,163.38042701124675,159.83915597921978,161.5418251969615,34406
2018-11-16,161.5418251969615,162.87789280149488,159.7040159263428,161.0400835308762,15897
2018-11-19,161.0400835308762,162.8916585698335,159.62736966579493,161.47894470475225,40995
2018-11-20,161.47894470475225,162.5566323539287,161.36491596093455,162.442603610111,29643
2018-11-21,162.442603610111,163.9434978670714,160.17369570585208,161.67458996281246,28456
2018-11-22,161.67458996281246,163.6455388569374,161.67157911108146,163.6425280052064,9541
2018-11-23,163.6425280052064,167.41154011371816,160.47740725084708,164.24641935935884,13075
2018-11-26,164.24641935935884,165.26188732887067,161.8916213269518,162.90708929646362,35552
2018-11-27,162.90708929646362,164.74967316264875,162.63969330016187,164.482277166347,7763
2018-11-28,164.482277166347,165.45819072841994,162.6025459797567,163.57845954182966,15050
2018-11-29,163.57845954182966,164.80584028194696,160.85766931772892,162.08505005784622,5682
2018-11-30,162.08505005784622,164.08811154896472,159.67066434385768,161.67372583497618,17313
2018-12-03,161.67372583497618,163.53021920014777,160.94294252549682,162.7994358906684,12213
2018-12-04,162.7994358906684,165.91126733998917,161.22766478081027,164.33949623013103,23356
2018-12-05,164.33949623013103,168.2252825816136,163.00800071118343,166.893787062666,24080
2018-12-06,166.893787062666,170.26573052351557,165.4742881801301,168.84623164097965,11522
2018-12-07,168.84623164097965,171.48511123589003,168.60678047953905,171.24566007444943,11728
2018-12-10,171.24566007444943,173.7636812682492,169.25654530399655,171.77456649779631,44472
2018-12-11,171.77456649779631,174.35704677557217,170.75937028847747,173.34185056625333,38642
2018-12-12,173.34185056625333,174.9044440143118,171.352238342295,172.91483179035347,35172
2018-12-13,172.91483179035347,177.06391624381664,171.45585045771168,175.60493491117484,38012
2018-12-14,175.60493491117484,178.6060372951984,174.95024438890522,177.9513467729288,7696
2018-12-17,177.9513467729288,179.79860352095506,177.36202390014347,179.20928064816974,30420
2018-12-18,179.20928064816974,183.2815672827623,178.6926447409026,182.76493137549517,45881
2018-12-19,182.76493137549517,186.4118030108641,182.26922981021116,185.9161014455801,27853
2018-12-20,185.9161014455801,187.5375495016992,183.68410269083262,185.30555074695172,47752
2018-12-21,185.30555074695172,188.65326403556986,182.19497980668132,185.54269309529946,43782
2018-12-24,185.54269309529946,187.19099480838256,184.3512123734661,185.9995140865492,16084
2018-12-25,185.9995140865492,186.08224357108017,185.76329024410938,185.84601972864036,32249
2018-12-26,185.84601972864036,187.368194637554,185.40261457253283,186.92478948144648,36471
2018-12-27,186.92478948144648,189.43073662483837,185.33788967820684,187.84383682159873,44106
2018-12-28,187.84383682159873,188.62696556547564,182.63442842294376,183.41755716682067,30828
2018-12-31,183.41755716682067,185.88488242337192,180.80976454067707,183.2770897972283,47698
2019-01-01,183.2770897972283,184.9778402909437,181.68209079267393,183.38284128638932,42795
2019-01-02,183.38284128638932,187.4098630749788,181.0844388019091,185.11146059049858,46446
2019-01-03,185.11146059049858,186.6725723560959,184.02581067773352,185.58692244333085,26540
2019-01-04,185.58692244333085,189.68834636696357,182.8279884027744,186.92941232640712,18277
2019-01-07,186.92941232640712,187.51251934394696,184.16876992412935,184.7518769416692,6167
2019-01-08,184.7518769416692,189.0845741679022,181.8378174278876,186.17051465412058,13725
2019-01-09,186.17051465412058,191.78082725653184,182.91329035736598,188.52360295977724,30833
2019-01-10,188.52360295977724,189.9658504707078,188.14656825240314,189.5888157633337,33722
2019-01-11,189.5888157633337,189.97313977827858,187.14671393181754,187.5310379467624,24187
2019-01-14,187.5310379467624,188.7019716683995,183.75652834943955,184.92746207107663,31140
2019-01-15,184.92746207107663,188.61007094804233,181.7736663514619,185.45627522842761,7537
2019-01-16,185.45627522842761,187.01716963063828,181.57186394454098,183.13275834675164,33210
2019-01-17,183.13275834675164,187.17079347247352,183.11574582365773,187.1537809493796,19573
2019-01-18,187.1537809493796,187.3268183396392,184.80806216481878,184.98109955507837,42558
2019-01-21,184.98109955507837,187.8280719570464,181.89029790808908,184.7372703100571,12222
2019-01-22,184.7372703100571,188.89604115069278,183.98808063463446,188.14685147527013,25957
2019-01-23,188.14685147527013,189.4069614364758,186.5373997008179,187.79750966202357,28733
2019-01-24,187.79750966202357,193.34463304006474,184.9732585173799,190.52038189542105,14928
2019-01-25,190.52038189542105,194.35453363049527,188.8645229776164,192.6986747126906,13141
2019-01-28,192.6986747126906,193.35004576739928,192.16598043529777,192.81735149000644,17667
2019-01-29,192.81735149000644,195.41470268907054,188.3946946360916,190.9920458351557,29716
2019-01-30,190.9920458351557,191.5141750077027,185.58762611412396,186.10975528667097,24271
2019-01-31,186.10975528667097,187.49101110314427,185.096304911304,186.4775607277773,12503
2019-02-01,186.4775607277773,187.2836630750279,183.8953417715132,184.7014441187638,8581
2019-02-04,184.7014441187638,189.20792692598582,182.61843803784188,187.1249208450639,22663
2019-02-05,187.1249208450639,188.4092237463764,187.05010931067503,188.3344122119875,33424
2019-02-06,188.3344122119875,191.08716166964993,184.37857775027564,187.13132720793806,32963
2019-02-07,187.13132720793806,188.3436623572478,183.93571091834087,185.14804606765063,20064
2019-02-08,185.14804606765063,185.66759878504817,180.3130032586693,180.83255597606686,48875
2019-02-11,180.83255597606686,184.01115206867993,177.0567619329683,180.23535802558138,37695
2019-02-12,180.23535802558138,183.97223718801615,178.84884994902504,182.5857291114598,32661
2019-02-13,182.5857291114598,184.73182367938617,178.21134085667828,180.35743542460463,40866
2019-02-14,180.35743542460463,183.333034198464,177.5992661885738,180.57486496243317,43968
2019-02-15,180.57486496243317,180.64310079563188,176.82962714117144,176.89786297437016,39573
2019-02-18,176.89786297437016,180.11382814644546,172.02953626637915,175.24550143845445,15607
2019-02-19,175.24550143845445,177.1116360266148,167.04794788214997,168.91408247031032,38110
2019-02-20,168.91408247031032,171.00883270063332,168.1263360799621,170.2210863102851,22216
2019-02-21,170.2210863102851,175.90675996682822,168.10825946001484,173.79393311655795,31396
2019-02-22,173.79393311655795,174.13114179089254,173.1781874751993,173.5153961495339,45527
2019-02-25,173.5153961495339,176.5994489598232,170.938858955239,174.0229117655283,16723
2019-02-26,174.0229117655283,174.63306996133318,173.60108868551507,174.21124688131994,8750
2019-02-27,174.21124688131994,176.85227761262502,170.41914069678214,173.06017142808722,20481
