date,open,high,low,close,volume
2018-10-19,74.09129100991537,74.69650255382118,73.48607946600956,74.09129100991537,43048
2018-10-22,74.09129100991537,74.74571117511981,72.9324033627934,73.58682352799784,19466
2018-10-23,73.58682352799784,75.51416962115513,72.57400006287031,74.50134615602761,33402
2018-10-24,74.50134615602761,75.70339953465513,74.38532080544697,75.58737418407449,35242
2018-10-25,75.58737418407449,76.68993706652513,73.85443617529371,74.95699905774435,35620
2018-10-26,74.95699905774435,75.97180721320535,74.30233038092288,75.31713853638388,40096
2018-10-29,75.31713853638388,75.93264701089927,74.69662662577326,75.31213510028866,17164
2018-10-30,75.31213510028866,76.38304082066414,74.39985454372436,75.47076026409984,41570
2018-10-31,75.47076026409984,76.17966246607457,73.18978272475916,73.89868492673389,36061
2018-11-01,73.89868492673389,73.9225493044841,73.25058575863626,73.27445013638646,10678
2018-11-02,73.27445013638646,74.30870256265311,70.37925876229313,71.41351118855978,32448
2018-11-05,71.41351118855978,72.18329953949358,68.90752984467619,69.67731819560998,35818
2018-11-06,69.67731819560998,70.06631981115626,67.17995859682138,67.56896021236766,46151
2018-11-07,67.56896021236766,68.09474613523919,67.11253509801051,67.63832102088205,21594
2018-11-08,67.63832102088205,69.48234350920018,66.56887967125148,68.41290215956961,42866
2018-11-09,68.41290215956961,70.47001043415226,67.43312441533823,69.49023268992087,38976
2018-11-12,69.49023268992087,70.7095625020898,69.43924101747993,70.65857082964885,9851
2018-11-13,70.65857082964885,72.22775670844942,70.30481233832612,71.87399821712668,29685
2018-11-14,71.87399821712668,72.47317836094038,71.57165599504128,72.17083613885498,7254
2018-11-15,72.17083613885498,72.60006683855626,71.04446427301066,71.47369497271194,18264
2018-11-16,71.47369497271194,72.21192066267689,71.30195749217403,72.04018318213897,20208
2018-11-19,72.04018318213897,72.69476101261994,71.80874917461574,72.4633270050967,42341
2018-11-20,72.4633270050967,72.88117130760996,72.24508263404873,72.66292693656199,34175
2018-11-21,72.66292693656199,72.80385986767155,72.2346835552519,72.37561648636147,19932
2018-11-22,72.37561648636147,73.04959922425681,71.46929064179893,72.14327337969428,18690
2018-11-23,72.14327337969428,72.8674112906979,71.49879729558931,72.22293520659294,12092
2018-11-26,72.22293520659294,73.9009152576379,71.40360500656044,73.08158505760541,7922
2018-11-27,73.08158505760541,74.5463811694369,72.47450327545033,73.93929938728182,9019
2018-11-28,73.93929938728182,74.91723825069978,71.62652321967253,72.6044620830905,21362
2018-11-29,72.6044620830905,75.4017183530037,70.68040024354345,73.47765651345665,31608
2018-11-30,73.47765651345665,74.5712036808251,72.33414376996785,73.42769093733631,43259
2018-12-03,73.42769093733631,74.61320485098778,72.59358760069362,73.7791015143451,12329
2018-12-04,73.7791015143451,74.14109638483096,72.81873409257058,73.18072896305644,18610
2018-12-05,73.18072896305644,73.23485967472419,73.1624829618356,73.21661367350335,35532
2018-12-06,73.21661367350335,74.51823501667651,72.26488517102463,73.5665065141978,44478
2018-12-07,73.5665065141978,73.69867121608675,72.94029028051757,73.07245498240653,41680
2018-12-10,73.07245498240653,74.52585876653077,70.85030960366026,72.30371338778451,9173
2018-12-11,72.30371338778451,73.0651739931888,71.74493442743344,72.50639503283772,42866
2018-12-12,72.50639503283772,73.85788421661887,71.92251882990728,73.27400801368843,33776
2018-12-13,73.27400801368843,73.52624994389332,72.70866416932267,72.96090609952756,28871
2018-12-14,72.96090609952756,73.65984603569957,71.85065892373828,72.54959885991029,25396
2018-12-17,72.54959885991029,72.95406928762101,70.6988297754411,71.10330020315182,7959
2018-12-18,71.10330020315182,72.02107671617962,70.63181099825698,71.54958751128478,43215
2018-12-19,71.54958751128478,72.27399903684005,70.8439194049923,71.56833093054757,25564
2018-12-20,71.56833093054757,72.24727467165786,71.32838884853842,72.00733258964871,17607
2018-12-21,72.00733258964871,72.65204137340524,71.28117572199994,71.92588450575647,15106
2018-12-24,71.92588450575647,73.20842508384064,71.02251338272558,72.30505396080974,6891
2018-12-25,72.30505396080974,73.53275281273727,71.44906594801695,72.67676479994448,23923
2018-12-26,72.67676479994448,73.24559951267742,71.58483961478916,72.1536743275221,43782
2018-12-27,72.1536743275221,73.10194749070324,71.7618851871216,72.71015835030275,47634
2018-12-28,72.71015835030275,73.79003274087563,71.09467445022463,72.17454884079753,38777
2018-12-31,72.17454884079753,73.50196962723477,70.93450265637341,72.26192344281066,24057
2019-01-01,72.26192344281066,73.24617068203686,71.19784115876834,72.18208839799455,18881
2019-01-02,72.18208839799455,72.22893233133551,71.21659916080463,71.2634430941456,32160
2019-01-03,71.2634430941456,71.41748037282551,70.7644827102978,70.9185199889777,20138
2019-01-04,70.9185199889777,71.1827831144908,69.87284784698956,70.13711097250265,28645
2019-01-07,70.13711097250265,70.63646664272487,69.08666036464545,69.58601603486767,17320
2019-01-08,69.58601603486767,70.77490595796078,67.66751768106687,68.85640760415998,19571
2019-01-09,68.85640760415998,69.45851563876619,68.47387617665495,69.07598421126116,23059
2019-01-10,69.07598421126116,70.91411100505613,68.44543586479907,70.28356265859404,48720
2019-01-11,70.28356265859404,71.2641858385836,69.72597212684995,70.70659530683952,39233
2019-01-14,70.70659530683952,71.51767572353425,70.12969786891468,70.94077828560941,45147
2019-01-15,70.94077828560941,73.12283921108461,67.35673486984822,69.53879579532342,12866
2019-01-16,69.53879579532342,70.25008488247722,69.47214004272729,70.18342912988109,21547
2019-01-17,70.18342912988109,70.311016696218,69.64706539833178,69.77465296466869,30530
2019-01-18,69.77465296466869,70.14079832743317,68.45068879914042,68.81683416190491,40695
2019-01-21,68.81683416190491,69.78069746571693,67.37875643573902,68.34261973955104,45275
2019-01-22,68.34261973955104,68.63869415827243,68.045607883775,68.3416823024964,43392
2019-01-23,68.3416823024964,68.36008105283561,67.40563602627945,67.42403477661867,46737
2019-01-24,67.42403477661867,69.71669076036727,67.00562520318002,69.29828118692862,37138
2019-01-25,69.29828118692862,70.381526560134,67.30114612913718,68.38439150234257,20948
2019-01-28,68.38439150234257,69.53028008317,67.47430635310562,68.62019493393305,43673
2019-01-29,68.62019493393305,69.04420007258516,67.63450677338682,68.05851191203892,46929
2019-01-30,68.05851191203892,69.10241301597571,66.85987420402323,67.90377530796002,30481
2019-01-31,67.90377530796002,69.09275063708381,67.77320210930179,68.96217743842558,25003
2019-02-01,68.96217743842558,69.54776737688069,67.95910122634083,68.54469116479594,40475
2019-02-04,68.54469116479594,70.1852993603887,67.5938351708383,69.23444336643107,29973
