date,open,high,low,close,volume
2025-03-28,727.3302528628747,733.9920773106171,720.6684284151322,727.3302528628747,400093
2025-03-31,727.3302528628747,748.2586213503122,743.3495030000901,745.8040621752011,181129
2025-04-01,745.8040621752011,745.7659061220971,739.2946568803328,742.530281501215,426646
2025-04-02,742.530281501215,735.7268087606968,727.1189847681311,731.422896764414,178659
2025-04-03,731.422896764414,742.7608853264275,738.6246070357753,740.6927461811014,151352
2025-04-04,740.6927461811014,748.3700024318509,739.9010588524893,744.1355306421701,377610
2025-04-07,744.1355306421701,771.7752417739672,757.5492959889658,764.6622688814665,396758
2025-04-08,764.6622688814665,766.7324002621759,764.177135773774,765.454768017975,369247
2025-04-09,765.454768017975,764.7802417961925,748.8709788680494,756.825610332121,213902
2025-04-10,756.825610332121,768.9299625864783,751.3701566677321,760.1500596271052,232952
2025-04-11,760.1500596271052,762.6294378859144,741.8071003173899,752.2182691016521,228957
2025-04-14,752.2182691016521,794.9648682093007,783.4419559182709,789.2034120637858,316694
2025-04-15,789.2034120637858,781.8648181885914,779.4602147389706,780.662516463781,320763
2025-04-16,780.662516463781,798.1868417457554,787.2853128616748,792.7360773037151,275767
2025-04-17,792.7360773037151,825.374330414014,809.4187576998012,817.3965440569076,378146
2025-04-18,817.3965440569076,846.9271004179601,841.7597158492009,844.3434081335805,276012
2025-04-21,844.3434081335805,861.9611013414474,854.3443335710363,858.1527174562418,237701
2025-04-22,858.1527174562418,841.3539396210749,838.3881877832087,839.8710637021418,217471
2025-04-23,839.8710637021418,842.1613739578918,839.0968498025527,840.6291118802222,263700
2025-04-24,840.6291118802222,836.1246618323213,813.2881084491727,824.706385140747,161000
2025-04-25,824.706385140747,822.1813238882789,817.06239048263,819.6218571854545,303932
2025-04-28,819.6218571854545,819.2622274535397,818.7738932246602,819.0180603391,158648
2025-04-29,819.0180603391,820.9804441367413,812.522008291469,816.7512262141051,340959
2025-04-30,816.7512262141051,839.9315196336695,829.3667443266138,834.6491319801416,289784
2025-05-01,834.6491319801416,853.8554398231483,835.1759677936791,844.5157038084137,251508
2025-05-02,844.5157038084137,852.2531067259204,851.5563142790957,851.904710502508,190757
2025-05-05,851.904710502508,862.506555692244,854.6194996803571,858.5630276863005,339070
2025-05-06,858.5630276863005,868.0523268858738,852.3390414015889,860.1956841437313,377895
2025-05-07,860.1956841437313,889.8189458518043,873.1531672816404,881.4860565667224,297404
